UCINumeric,SourceCountryCode,SourceNumericCode,SourceLongName,Source,Deprecated
433,SEN,,Republic of Senegal,WDI,0
434,,310,BENIN,CNTS,0
434,BEN,434,Benin,COW,0
434,,,Benin,fh,0
434,,1003,Benin,IAU,0
434,BEN,,Benin,ISO,0
434,,19,Benin,Norris,0
434,BEN,434,Benin,Polity,0
434,BEN,,Republic of Benin,WDI,0
435,,790,MAURITANIA,CNTS,0
435,MAA,435,Mauritania,COW,0
435,,,Mauritania,fh,0
435,,1030,Mauritania,IAU,0
435,MRT,,Mauritania,ISO,0
435,,110,Mauritania,Norris,0
435,MAA,435,Mauritania,Polity,0
435,MRT,,Islamic Republic of Mauritania,WDI,0
436,,880,NIGER,CNTS,0
436,NIR,436,Niger,COW,0
436,,,Niger,fh,0
436,,1036,Niger,IAU,0
436,NER,,Niger,ISO,0
436,,126,Niger,Norris,0
436,NIR,436,Niger,Polity,0
436,NER,,Republic of Niger,WDI,0
437,,580,IVORY COAST,CNTS,0
437,,580,COTE D'IVOR,CNTS,0
437,CDI,437,Ivory Coast,COW,0
437,,,Cote d'Ivoire,fh,0
437,,1022,Cote D'Ivoire,IAU,0
437,CIV,,C??te d'Ivoire,ISO,0
437,,42,Cote d'Ivo,Norris,0
437,IVO,437,Ivory Coast,Polity,0
437,CIV,,Republic of C??te d'Ivoire,WDI,0
438,,470,GUINEA,CNTS,0
438,GUI,438,Guinea,COW,0
438,,,Guinea,fh,0
438,,1020,Guinea,IAU,0
438,GIN,,Guinea,ISO,0
438,,70,Guinea,Norris,0
438,GUI,438,Guinea,Polity,0
438,GIN,,Republic of Guinea,WDI,0
439,,1230,BURKNA FASO,CNTS,0
439,BFO,439,Burkina Faso,COW,0
439,,,Burkina Faso,fh,0
439,,1005,Burkina Faso,IAU,0
439,BFA,,Burkina Faso,ISO,0
439,,27,Burkina Fa,Norris,0
439,BFO,439,Burkina Faso,Polity,0
439,BFA,,Burkina Faso,WDI,0
450,,690,LIBERIA,CNTS,0
450,LBR,450,Liberia,COW,0
450,,,Liberia,fh,0
450,,1025,Liberia,IAU,0
450,LBR,,Liberia,ISO,0
450,,97,Liberia,Norris,0
450,LBR,450,Liberia,Polity,0
450,LBR,,Republic of Liberia,WDI,0
451,,1010,SIERRA LEO,CNTS,0
451,SIE,451,Sierra Leone,COW,0
451,,,Sierra Leone,fh,0
451,,1044,Sierra Leone,IAU,0
451,SLE,,Sierra Leone,ISO,0
451,,149,Sierra Leo,Norris,0
451,SIE,451,Sierra Leone,Polity,0
451,SLE,,Republic of Sierra Leone,WDI,0
452,,440,GHANA,CNTS,0
452,GHA,452,Ghana,COW,0
452,,,Ghana,fh,0
452,,1019,Ghana,IAU,0
452,GHA,,Ghana,ISO,0
452,,65,Ghana,Norris,0
452,GHA,452,Ghana,Polity,0
452,GHA,,Republic of Ghana,WDI,0
461,,1140,TOGO,CNTS,0
461,TOG,461,Togo,COW,0
461,,,Togo,fh,0
461,,1050,Togo,IAU,0
461,TGO,,Togo,ISO,0
461,,170,Togo,Norris,0
461,TOG,461,Togo,Polity,0
461,TGO,,Republic of Togo,WDI,0
471,,170,CAMEROON,CNTS,0
471,CAO,471,Cameroon,COW,0
471,,,Cameroon,fh,0
471,,1007,Cameroon,IAU,0
471,CMR,,Cameroon,ISO,0
471,,30,Cameroon,Norris,0
471,CAO,471,Cameroon,Polity,0
471,CMR,,Republic of Cameroon,WDI,0
475,,890,NIGERIA,CNTS,0
475,NIG,475,Nigeria,COW,0
475,,,Nigeria,fh,0
475,,1037,Nigeria,IAU,0
475,NGA,,Nigeria,ISO,0
475,,127,Nigeria,Norris,0
475,NIG,475,Nigeria,Polity,0
475,NGA,,Federal Republic of Nigeria,WDI,0
481,,400,GABON,CNTS,0
481,GAB,481,Gabon,COW,0
481,,,Gabon,fh,0
481,,1017,Gabon,IAU,0
481,GAB,,Gabon,ISO,0
481,,61,Gabon,Norris,0
481,GAB,481,Gabon,Polity,0
481,GAB,,Gabonese Republic,WDI,0
482,,190,CEN AFR REP,CNTS,0
482,CEN,482,Central African Republic,COW,0
482,,,Central African Republic,fh,0
482,,1009,Central African Republic,IAU,0
482,CAF,,Central African Republic,ISO,0
482,,33,Central Af,Norris,0
482,CEN,482,Central African Republic,Polity,0
482,CAF,,Central African Republic,WDI,0
483,,210,CHAD,CNTS,0
483,CHA,483,Chad,COW,0
483,,,Chad,fh,0
483,,1010,Chad,IAU,0
483,TCD,,Chad,ISO,0
483,,34,Chad,Norris,0
483,CHA,483,Chad,Polity,0
483,TCD,,Republic of Chad,WDI,0
484,,250,CONGO,CNTS,0
484,,250,CONGO (BRA),CNTS,0
484,,250,CONGO REP,CNTS,0
484,CON,484,Congo,COW,0
484,,,Congo (Brazzaville),fh,0
484,,1012,Congo,IAU,0
484,COG,,Congo,ISO,0
484,,39,Congo Braz,Norris,0
484,CON,484,Congo Brazzaville,Polity,0
484,COG,,Republic of Congo,WDI,0
490,,260,CONGO (KIN),CNTS,0
490,,260,CONGO DR,CNTS,0
490,,260,ZAIRE,CNTS,0
490,DRC,490,Democratic Republic of the Congo,COW,0
490,,,Congo (Kinshasa),fh,0
490,,1054,Zaire,IAU,0
490,COD,,"Congo, the Democratic Republic of the",ISO,0
490,ZAR,,Zaire,ISO,0
490,,40,Congo Kins,Norris,0
490,ZAI,490,Congo Kinshasa,Polity,0
490,COD,,Democratic Republic of the Congo,WDI,0
500,,1180,UGANDA,CNTS,0
500,UGA,500,Uganda,COW,0
500,,,Uganda,fh,0
500,,1052,Uganda,IAU,0
500,UGA,,Uganda,ISO,0
500,,177,Uganda,Norris,0
500,UGA,500,Uganda,Polity,0
500,UGA,,Republic of Uganda,WDI,0
501,,620,KENYA,CNTS,0
501,KEN,501,Kenya,COW,0
501,,,Kenya,fh,0
501,,1023,Kenya,IAU,0
501,KEN,,Kenya,ISO,0
501,,87,Kenya,Norris,0
501,KEN,501,Kenya,Polity,0
501,KEN,,Republic of Kenya,WDI,0
510,,1120,TANGANYIKA,CNTS,0
510,,1120,TANZANIA,CNTS,0
510,TAZ,510,Tanzania,COW,0
510,,,Tanzania,fh,0
510,,1049,Tanzania,IAU,0
510,TZA,,"Tanzania, United Republic of",ISO,0
510,,168,Tanzania,Norris,0
510,TAZ,510,Tanzania,Polity,0
510,TZA,,United Republic of Tanzania,WDI,0
511,,1121,ZANZIBAR,CNTS,0
511,ZAN,511,Zanzibar,COW,0
516,,150,BURUNDI,CNTS,0
516,BUI,516,Burundi,COW,0
516,,,Burundi,fh,0
516,,1006,Burundi,IAU,0
516,BDI,,Burundi,ISO,0
516,,28,Burundi,Norris,0
516,BUI,516,Burundi,Polity,0
516,BDI,,Republic of Burundi,WDI,0
517,,980,RWANDA,CNTS,0
517,RWA,517,Rwanda,COW,0
517,,,Rwanda,fh,0
517,,1039,Rwanda,IAU,0
517,RWA,,Rwanda,ISO,0
517,,142,Rwanda,Norris,0
517,RWA,517,Rwanda,Polity,0
517,RWA,,Republic of Rwanda,WDI,0
520,,1030,SOMALIA,CNTS,0
520,SOM,520,Somalia,COW,0
520,,,Somalia,fh,0
520,,1045,Somalia,IAU,0
520,SOM,,Somalia,ISO,0
520,,154,Somalia,Norris,0
520,SOM,520,Somalia,Polity,0
520,SOM,,Somali Democratic Republic,WDI,0
522,,325,DJIBOUTI,CNTS,0
522,DJI,522,Djibouti,COW,0
522,,,Djibouti,fh,0
522,DJI,,Djibouti,ISO,0
522,,48,Djibouti,Norris,0
522,DJI,522,Djibouti,Polity,0
522,DJI,,Republic of Djibouti,WDI,0
530,,370,ABYSSINIA,CNTS,0
530,,370,ETH'PIA FDR,CNTS,0
530,,370,ETH'PIA PDR,CNTS,0
530,,370,ETHIOPIA,CNTS,0
530,ETH,530,Ethiopia,COW,0
530,,,Ethiopia,fh,0
530,,1016,Ethiopia,IAU,0
530,ETH,,Ethiopia,ISO,0
530,,57,Ethiopia,Norris,0
530,ETI,529,Ethiopia,Polity,0
530,ETH,530,Ethiopia,Polity,0
530,ETH,,Federal Democratic Republic of Ethiopia,WDI,0
531,,375,ERITREA,CNTS,0
531,ERI,531,Eritrea,COW,0
531,,,Eritrea,fh,0
531,,926,Eritrea,IAU,0
531,ERI,,Eritrea,ISO,0
531,,55,Eritrea,Norris,0
531,ERI,531,Eritrea,Polity,0
531,ERI,,State of Eritrea,WDI,0
540,,35,ANGOLA,CNTS,0
540,ANG,540,Angola,COW,0
540,,,Angola,fh,0
540,,1002,Angola,IAU,0
540,AGO,,Angola,ISO,0
540,,5,Angola,Norris,0
540,ANG,540,Angola,Polity,0
540,AGO,,People's Republic of Angola,WDI,0
541,,835,MOZAMBIQUE,CNTS,0
541,MZM,541,Mozambique,COW,0
541,,,Mozambique,fh,0
541,,1034,Mozambique,IAU,0
541,MOZ,,Mozambique,ISO,0
541,,118,Mozambique,Norris,0
541,MZM,541,Mozambique,Polity,0
541,MOZ,,Republic of Mozambique,WDI,0
551,,1300,ZAMBIA,CNTS,0
551,ZAM,551,Zambia,COW,0
551,,,Zambia,fh,0
551,,1055,Zambia,IAU,0
551,ZMB,,Zambia,ISO,0
551,,190,Zambia,Norris,0
551,ZAM,551,Zambia,Polity,0
551,ZMB,,Republic of Zambia,WDI,0
552,,1214,ZIMBABWE,CNTS,0
552,ZIM,552,Zimbabwe,COW,0
552,,,Zimbabwe,fh,0
552,,1056,Zimbabwe,IAU,0
552,ZWE,,Zimbabwe,ISO,0
552,,191,Zimbabwe,Norris,0
552,ZIM,552,Zimbabwe,Polity,0
552,ZWE,,Republic of Zimbabwe,WDI,0
553,,740,MALAWI,CNTS,0
553,MAW,553,Malawi,COW,0
553,,,Malawi,fh,0
553,,1028,Malawi,IAU,0
553,MWI,,Malawi,ISO,0
553,,104,Malawi,Norris,0
553,MAW,553,Malawi,Polity,0
553,MWI,,Republic of Malawi,WDI,0
560,,1040,SO AFRICA,CNTS,0
560,SAF,560,South Africa,COW,0
560,,,South Africa,fh,0
560,,1046,South Africa,IAU,0
560,ZAF,,South Africa,ISO,0
560,,155,South Afri,Norris,0
560,SAF,560,South Africa,Polity,0
560,ZAF,,Republic of South Africa,WDI,0
561,,235,CISKEI,CNTS,0
564,OFS,564,Orange Free State,Polity,0
565,,837,NAMIBIA,CNTS,0
565,NAM,565,Namibia,COW,0
565,,,Namibia,fh,0
565,,1035,Namibia,IAU,0
565,NAM,,Namibia,ISO,0
565,,120,Namibia,Norris,0
565,NAM,565,Namibia,Polity,0
565,NAM,,Republic of Namibia,WDI,0
570,,680,LESOTHO,CNTS,0
570,LES,570,Lesotho,COW,0
570,,,Lesotho,fh,0
570,,1024,Lesotho,IAU,0
570,LSO,,Lesotho,ISO,0
570,,96,Lesotho,Norris,0
570,LES,570,Lesotho,Polity,0
570,LSO,,Kingdom of Lesotho,WDI,0
571,,110,BOTSWANA,CNTS,0
571,BOT,571,Botswana,COW,0
571,,,Botswana,fh,0
571,,1004,Botswana,IAU,0
571,BWA,,Botswana,ISO,0
571,,23,Botswana,Norris,0
571,BOT,571,Botswana,Polity,0
571,BWA,,Republic of Botswana,WDI,0
572,,1080,SWAZILAND,CNTS,0
572,SWA,572,Swaziland,COW,0
572,,,Swaziland,fh,0
572,,1048,Swaziland,IAU,0
572,SWZ,,Swaziland,ISO,0
572,,162,Swaziland,Norris,0
572,SWA,572,Swaziland,Polity,0
572,SWZ,,Kingdom of Swaziland,WDI,0
574,,574,SARDINIA,CNTS,0
574,SAR,324,Sardinia,Polity,0
580,,730,MALAGASY R,CNTS,0
580,,730,MADAGASCAR,CNTS,0
580,MAG,580,Madagascar,COW,0
580,,,Madagascar,fh,0
580,,1027,Madagascar,IAU,0
580,MDG,,Madagascar,ISO,0
580,,103,Madagascar,Norris,0
580,MAG,580,Madagascar,Polity,0
580,MDG,,Republic of Madagascar,WDI,0
581,,245,COMORO IS,CNTS,0
581,COM,581,Comoros,COW,0
581,,,Comoros,fh,0
581,COM,,Comoros,ISO,0
581,,38,Comoros,Norris,0
581,COM,581,Comoros,Polity,0
581,COM,,Union of the Comoros,WDI,0
590,,800,MAURITIUS,CNTS,0
590,MAS,590,Mauritius,COW,0
590,,,Mauritius,fh,0
590,,1031,Mauritius,IAU,0
590,MUS,,Mauritius,ISO,0
590,,111,Mauritius,Norris,0
590,MAS,590,Mauritius,Polity,0
590,MUS,,Republic of Mauritius,WDI,0
591,,1005,SEYCHELLES,CNTS,0
591,SEY,591,Seychelles,COW,0
591,,,Seychelles,fh,0
591,SYC,,Seychelles,ISO,0
591,,148,Seychelles,Norris,0
591,SYC,,Republic of Seychelles,WDI,0
600,,830,MOROCCO,CNTS,0
600,MOR,600,Morocco,COW,0
600,,,Morocco,fh,0
600,,1033,Morocco,IAU,0
600,MAR,,Morocco,ISO,0
600,,117,Morocco,Norris,0
600,MOR,600,Morocco,Polity,0
600,MAR,,Kingdom of Morocco,WDI,0
615,,30,ALGERIA,CNTS,0
615,ALG,615,Algeria,COW,0
615,,,Algeria,fh,0
615,,1001,Algeria,IAU,0
615,DZA,,Algeria,ISO,0
615,,3,Algeria,Norris,0
615,ALG,615,Algeria,Polity,0
615,DZA,,People's Democratic Republic of Algeria,WDI,0
616,,1160,TUNISIA,CNTS,0
616,TUN,616,Tunisia,COW,0
616,,,Tunisia,fh,0
616,,1051,Tunisia,IAU,0
616,TUN,,Tunisia,ISO,0
616,,173,Tunisia,Norris,0
616,TUN,616,Tunisia,Polity,0
616,TUN,,Republic of Tunisia,WDI,0
620,,700,LIBYA,CNTS,0
620,LIB,620,Libya,COW,0
620,,,Libya,fh,0
620,,1026,Libya,IAU,0
620,LBY,,Libya,ISO,0
620,,98,Libya,Norris,0
620,LIB,620,Libya,Polity,0
620,LBY,,Socialist People's Libyan Arab Jamahiriya,WDI,0
625,,1070,SUDAN,CNTS,0
625,SUD,625,Sudan,COW,0
625,,,Sudan,fh,0
625,,1047,Sudan,IAU,0
625,SDN,,Sudan,ISO,0
625,,160,Sudan,Norris,0
625,SUD,625,Sudan,Polity,0
625,SDN,626,Sudan,Polity,0
625,SDN,,Republic of the Sudan,WDI,0
626,SSD,626,South Sudan,COW,0
626,,,South Sudan,fh,0
626,SSD,,South Sudan,ISO,0
626,SSU,525,South Sudan,Polity,0
626,SSD,,Republic of South Sudan,WDI,0
630,,540,PERSIA,CNTS,0
630,,540,IRAN,CNTS,0
630,IRN,630,Iran,COW,0
630,,,Iran,fh,0
630,,1121,Iran,IAU,0
630,IRN,,"Iran, Islamic Republic of",ISO,0
630,,78,Iran,Norris,0
630,IRN,630,Iran,Polity,0
630,IRN,,Islamic Republic of Iran,WDI,0
640,,1170,TURKEY,CNTS,0
640,TUR,640,Turkey,COW,0
640,,,Turkey,fh,0
640,,1146,Turkey,IAU,0
640,TUR,,Turkey,ISO,0
640,,174,Turkey,Norris,0
640,TUR,640,Turkey,Polity,0
640,TUR,,Republic of Turkey,WDI,0
645,,550,IRAQ,CNTS,0
645,IRQ,645,Iraq,COW,0
645,,,Iraq,fh,0
645,,1122,Iraq,IAU,0
645,IRQ,,Iraq,ISO,0
645,,79,Iraq,Norris,0
645,IRQ,645,Iraq,Polity,0
645,IRQ,,Republic of Iraq,WDI,0
651,,1200,EGYPT,CNTS,0
651,EGY,651,Egypt,COW,0
651,,,Egypt,fh,0
651,,1014,Egypt,IAU,0
651,EGY,,Egypt,ISO,0
651,,52,Egypt,Norris,0
651,EGY,651,Egypt,Polity,0
651,EGY,,Arab Republic of Egypt,WDI,0
652,,1110,SYRIA,CNTS,0
652,SYR,652,Syria,COW,0
652,,,Syria,fh,0
652,,1143,Syria,IAU,0
652,SYR,,Syrian Arab Republic,ISO,0
652,,165,Syria,Norris,0
652,SYR,652,Syria,Polity,0
652,SYR,,Syrian Arab Republic,WDI,0
660,,670,LEBANON,CNTS,0
660,LEB,660,Lebanon,COW,0
660,,,Lebanon,fh,0
660,,1130,Lebanon,IAU,0
660,LBN,,Lebanon,ISO,0
660,,95,Lebanon,Norris,0
660,LEB,660,Lebanon,Polity,0
660,LBN,,Lebanese Republic,WDI,0
663,,610,JORDAN,CNTS,0
663,JOR,663,Jordan,COW,0
663,,,Jordan,fh,0
663,,1125,Jordan,IAU,0
663,JOR,,Jordan,ISO,0
663,,85,Jordan,Norris,0
663,JOR,663,Jordan,Polity,0
663,JOR,,Hashemite Kingdom of Jordan,WDI,0
666,,560,ISRAEL,CNTS,0
666,ISR,666,Israel,COW,0
666,,,Israel,fh,0
666,,1123,Israel,IAU,0
666,ISR,,Israel,ISO,0
666,,81,Israel,Norris,0
666,ISR,666,Israel,Polity,0
666,ISR,,State of Israel,WDI,0
670,,990,SA'U ARABIA,CNTS,0
670,SAU,670,Saudi Arabia,COW,0
670,,,Saudi Arabia,fh,0
670,,1140,Saudi Arabia,IAU,0
670,SAU,,Saudi Arabia,ISO,0
670,,146,Saudi Arab,Norris,0
670,SAU,670,Saudi Arabia,Polity,0
670,SAU,,Kingdom of Saudi Arabia,WDI,0
678,,1280,YEMEN AR,CNTS,0
678,YAR,678,Yemen Arab Republic,COW,0
678,,,"Yemen, N.",fh,0
678,YAR,678,Yemen North,Polity,0
679,,1280,YEMEN,CNTS,0
679,,1285,YEMEN REP,CNTS,0
679,YEM,679,Yemen,COW,0
679,,,Yemen,fh,0
679,,947,Yemen,IAU,0
679,YEM,,Yemen,ISO,0
679,,188,Yemen,Norris,0
679,YEM,679,Yemen,Polity,0
679,YEM,,Republic of Yemen,WDI,0
680,,1050,SO YEMEN,CNTS,0
680,,1050,YEMEN PDR,CNTS,0
680,YPR,680,Yemen People's Republic,COW,0
680,,,"Yemen, S.",fh,0
680,YMD,,"Yemen, Democratic",ISO,0
680,YPR,680,Yemen South,Polity,0
690,,640,KUWAIT,CNTS,0
690,KUW,690,Kuwait,COW,0
690,,,Kuwait,fh,0
690,,1128,Kuwait,IAU,0
690,KWT,,Kuwait,ISO,0
690,,91,Kuwait,Norris,0
690,KUW,690,Kuwait,Polity,0
690,KWT,,State of Kuwait,WDI,0
692,,65,BAHRAIN,CNTS,0
692,BAH,692,Bahrain,COW,0
692,,,Bahrain,fh,0
692,,1109,Bahrain,IAU,0
692,BHR,,Bahrain,ISO,0
692,,13,Bahrain,Norris,0
692,BAH,692,Bahrain,Polity,0
692,BHR,,Kingdom of Bahrain,WDI,0
694,,965,QATAR,CNTS,0
694,QAT,694,Qatar,COW,0
694,,,Qatar,fh,0
694,,1139,Qatar,IAU,0
694,QAT,,Qatar,ISO,0
694,,139,Qatar,Norris,0
694,QAT,694,Qatar,Polity,0
694,QAT,,State of Qatar,WDI,0
696,,1185,UA EMIRATES,CNTS,0
696,UAE,696,United Arab Emirates,COW,0
696,,,United Arab Emirates,fh,0
696,,1147,United Arab Emirates,IAU,0
696,ARE,,United Arab Emirates,ISO,0
696,,179,UAE,Norris,0
696,UAE,696,UAE,Polity,0
696,ARE,,United Arab Emirates,WDI,0
698,,895,OMAN,CNTS,0
698,OMA,698,Oman,COW,0
698,,,Oman,fh,0
698,,1136,Oman,IAU,0
698,OMN,,Oman,ISO,0
698,,129,Oman,Norris,0
698,OMA,698,Oman,Polity,0
698,OMN,,Sultanate of Oman,WDI,0
700,,10,AFGHANISTAN,CNTS,0
700,AFG,700,Afghanistan,COW,0
700,,,Afghanistan,fh,0
700,,1108,Afghanistan,IAU,0
700,AFG,,Afghanistan,ISO,0
700,,1,Afghanista,Norris,0
700,AFG,700,Afghanistan,Polity,0
700,AFG,,Islamic State of Afghanistan,WDI,0
701,,1172,TURKMENSTAN,CNTS,0
701,TKM,701,Turkmenistan,COW,0
701,,,Turkmenistan,fh,0
701,,944,Turkmenistan,IAU,0
701,TKM,,Turkmenistan,ISO,0
701,,175,Turkmenist,Norris,0
701,TKM,701,Turkmenistan,Polity,0
701,TKM,,Turkmenistan,WDI,0
702,,1115,TAJIKISTAN,CNTS,0
702,TAJ,702,Tajikistan,COW,0
702,,,Tajikistan,fh,0
702,,943,Tajikistan,IAU,0
702,TJK,,Tajikistan,ISO,0
702,,167,Tajikistan,Norris,0
702,TAJ,702,Tajikistan,Polity,0
702,TJK,,Republic of Tajikistan,WDI,0
703,,645,KYRGYZSTAN,CNTS,0
703,KYR,703,Kyrgyzstan,COW,0
703,,,Kyrgyzstan,fh,0
703,,931,Kyrgyzstan,IAU,0
703,KGZ,,Kyrgyzstan,ISO,0
703,,92,Kyrgyzstan,Norris,0
703,KYR,703,Kyrgyzstan,Polity,0
703,KGZ,,Kyrgyz Republic,WDI,0
704,,1241,UZBEKISTAN,CNTS,0
704,UZB,704,Uzbekistan,COW,0
704,,,Uzbekistan,fh,0
704,,946,Uzbekistan,IAU,0
704,UZB,,Uzbekistan,ISO,0
704,,183,Uzbekistan,Norris,0
704,UZB,704,Uzbekistan,Polity,0
704,UZB,,Republic of Uzbekistan,WDI,0
705,,615,KAZAKHSTAN,CNTS,0
705,KZK,705,Kazakhstan,COW,0
705,,,Kazakhstan,fh,0
705,,931,Kazakhstan,IAU,0
705,KAZ,,Kazakhstan,ISO,0
705,,86,Kazakhstan,Norris,0
705,KZK,705,Kazakhstan,Polity,0
705,KAZ,,Republic of Kazakhstan,WDI,0
710,,230,CHINA,CNTS,0
710,,230,CHINA PR,CNTS,0
710,,230,CHINA REP,CNTS,0
710,CHN,710,China,COW,0
710,,,China,fh,0
710,,1114,China,IAU,0
710,CHN,,China,ISO,0
710,,36,China,Norris,0
710,CHN,710,China,Polity,0
710,CHN,,People's Republic of China,WDI,0
712,,820,MONGOLIA,CNTS,0
712,MON,712,Mongolia,COW,0
712,,,Mongolia,fh,0
712,,1134,Mongolia,IAU,0
712,MNG,,Mongolia,ISO,0
712,,116,Mongolia,Norris,0
712,MON,712,Mongolia,Polity,0
712,MNG,,Mongolia,WDI,0
713,,231,TAIWAN,CNTS,0
713,TAW,713,Taiwan,COW,0
713,,,Taiwan,fh,0
713,,1144,Taiwan,IAU,0
713,TWN,,"Taiwan, Province of China",ISO,0
713,,166,Taiwan,Norris,0
713,TAW,713,Taiwan,Polity,0
730,,630,KOREA,CNTS,0
730,KOR,730,Korea,COW,0
730,KOR,730,Korea,Polity,0
731,,631,KOREA PR,CNTS,0
731,PRK,731,North Korea,COW,0
731,,,North Korea,fh,0
731,,1126,Korea (DPR),IAU,0
731,PRK,,"Korea, Democratic People's Republic of",ISO,0
731,,89,Korea Nort,Norris,0
731,PRK,731,Korea North,Polity,0
731,PRK,,Democratic People's Republic of Korea,WDI,0
732,,632,KOREA REP,CNTS,0
732,ROK,732,South Korea,COW,0
732,,,South Korea,fh,0
732,,1127,Korea (Republic),IAU,0
732,KOR,,"Korea, Republic of",ISO,0
732,,90,Korea Sout,Norris,0
732,ROK,732,Korea South,Polity,0
732,KOR,,Republic of Korea,WDI,0
740,,600,JAPAN,CNTS,0
740,JPN,740,Japan,COW,0
740,,,Japan,fh,0
740,,1124,Japan,IAU,0
740,JPN,,Japan,ISO,0
740,,84,Japan,Norris,0
740,JPN,740,Japan,Polity,0
740,JPN,,Japan,WDI,0
750,,520,INDIA,CNTS,0
750,IND,750,India,COW,0
750,,,India,fh,0
750,,1119,India,IAU,0
750,IND,,India,ISO,0
750,,76,India,Norris,0
750,IND,750,India,Polity,0
750,IND,,Republic of India,WDI,0
760,,66,BHUTAN,CNTS,0
760,BHU,760,Bhutan,COW,0
760,,,Bhutan,fh,0
760,BTN,,Bhutan,ISO,0
760,,20,Bhutan,Norris,0
760,BHU,760,Bhutan,Polity,0
760,BTN,,Kingdom of Bhutan,WDI,0
770,,900,PAKISTAN,CNTS,0
770,PAK,770,Pakistan,COW,0
770,,,Pakistan,fh,0
770,,1137,Pakistan,IAU,0
770,PAK,,Pakistan,ISO,0
770,,130,Pakistan,Norris,0
770,PKS,769,Pakistan,Polity,0
770,PAK,770,Pakistan,Polity,0
770,PAK,,Islamic Republic of Pakistan,WDI,0
771,,901,BANGLADESH,CNTS,0
771,BNG,771,Bangladesh,COW,0
771,,,Bangladesh,fh,0
771,,1110,Bangladesh,IAU,0
771,BGD,,Bangladesh,ISO,0
771,,14,Bangladesh,Norris,0
771,BNG,771,Bangladesh,Polity,0
771,BGD,,People's Republic of Bangladesh,WDI,0
775,,140,BURMA,CNTS,0
775,,140,MYANMAR,CNTS,0
775,MYA,775,Myanmar,COW,0
775,,,Burma,fh,0
775,,1113,Myanmar,IAU,0
775,BUR,,Burma,ISO,0
775,MMR,,Myanmar,ISO,0
775,,119,Myanmar (B,Norris,0
775,MYA,775,Myanmar (Burma),Polity,0
775,MMR,,Republic of the Union of Myanmar,WDI,0
780,,200,CEYLON,CNTS,0
780,,200,SRI LANKA,CNTS,0
780,SRI,780,Sri Lanka,COW,0
780,,,Sri Lanka,fh,0
780,,1142,Sri Lanka,IAU,0
780,LKA,,Sri Lanka,ISO,0
780,,157,Sri Lanka,Norris,0
780,SRI,780,Sri Lanka,Polity,0
780,LKA,,Democratic Socialist Republic of Sri Lanka,WDI,0
781,,760,MALDIVE IS,CNTS,0
781,MAD,781,Maldives,COW,0
781,,,Maldives,fh,0
781,MDV,,Maldives,ISO,0
781,,106,Maldives,Norris,0
781,MDV,,Republic of Maldives,WDI,0
790,,840,NEPAL,CNTS,0
790,NEP,790,Nepal,COW,0
790,,,Nepal,fh,0
790,,1135,Nepal,IAU,0
790,NPL,,Nepal,ISO,0
790,,122,Nepal,Norris,0
790,NEP,790,Nepal,Polity,0
790,NPL,,Nepal,WDI,0
800,,1130,SIAM,CNTS,0
800,,1130,THAILAND,CNTS,0
800,THI,800,Thailand,COW,0
800,,,Thailand,fh,0
800,,1145,Thailand,IAU,0
800,THA,,Thailand,ISO,0
800,,169,Thailand,Norris,0
800,THI,800,Thailand,Polity,0
800,THA,,Kingdom of Thailand,WDI,0
804,GCL,99,Gran Colombia,Polity,0
811,,160,CAMBODIA,CNTS,0
811,,160,KAMPUCHEA,CNTS,0
811,,160,KHMER REP,CNTS,0
811,CAM,811,Cambodia,COW,0
811,,,Cambodia,fh,0
811,,1116,Cambodia,IAU,0
811,KHM,,Cambodia,ISO,0
811,,29,Cambodia,Norris,0
811,CAM,811,Cambodia,Polity,0
811,KHM,,Kingdom of Cambodia,WDI,0
812,,650,LAOS,CNTS,0
812,LAO,812,Laos,COW,0
812,,,Laos,fh,0
812,,1129,Lao,IAU,0
812,LAO,,Lao People's Democratic Republic,ISO,0
812,,93,Laos,Norris,0
812,LAO,812,Laos,Polity,0
812,LAO,,Lao People's Democratic Republic,WDI,0
816,,1260,VIETNAM,CNTS,0
816,,1261,VIETNAM DR,CNTS,0
816,DRV,816,Vietnam,COW,0
816,,,Vietnam,fh,0
816,,,"Vietnam, N.",fh,0
816,,1148,Viet Nam,IAU,0
816,VNM,,Viet Nam,ISO,0
816,VDR,,"Viet-Nam, Democratic Republic of",ISO,0
816,,186,Vietnam,Norris,0
816,VIE,818,Vietnam,Polity,0
816,DRV,816,Vietnam North,Polity,0
817,,1262,VIETNAM REP,CNTS,0
817,RVN,817,Republic of Vietnam,COW,0
817,,,"Vietnam, S.",fh,0
817,RVN,817,Vietnam South,Polity,0
817,VNM,,Socialist Republic of Vietnam,WDI,0
819,,750,FED MALAYA,CNTS,0
820,,750,MALAYSIA,CNTS,0
820,MAL,820,Malaysia,COW,0
820,,,Malaysia,fh,0
820,,1132,Malaysia,IAU,0
820,MYS,,Malaysia,ISO,0
820,,105,Malaysia,Norris,0
820,MAL,820,Malaysia,Polity,0
820,MYS,,Malaysia,WDI,0
830,,1020,SINGAPORE,CNTS,0
830,SIN,830,Singapore,COW,0
830,,,Singapore,fh,0
830,,1141,Singapore,IAU,0
830,SGP,,Singapore,ISO,0
830,,150,Singapore,Norris,0
830,SIN,830,Singapore,Polity,0
830,SGP,,Republic of Singapore,WDI,0
